GeoFips,GeoName,LineCode,Description,2019
24140,"Goldsboro, NC (Metropolitan Statistical Area)",2,Population (persons) 1/,123131
24140,"Goldsboro, NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,39894
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",2,Population (persons) 1/,100815
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,51950
24260,"Grand Island, NE (Metropolitan Statistical Area)",2,Population (persons) 1/,75553
24260,"Grand Island, NE (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,45487
24300,"Grand Junction, CO (Metropolitan Statistical Area)",2,Population (persons) 1/,154210
24300,"Grand Junction, CO (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,46719
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",2,Population (persons) 1/,1077370
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,50330
24420,"Grants Pass, OR (Metropolitan Statistical Area)",2,Population (persons) 1/,87487
24420,"Grants Pass, OR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,43554
24500,"Great Falls, MT (Metropolitan Statistical Area)",2,Population (persons) 1/,81366
24500,"Great Falls, MT (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,49803
24540,"Greeley, CO (Metropolitan Statistical Area) *",2,Population (persons) 1/,324492
24540,"Greeley, CO (Metropolitan Statistical Area) *",3,Per capita personal income (dollars) 2/,50198
24580,"Green Bay, WI (Metropolitan Statistical Area)",2,Population (persons) 1/,322906
24580,"Green Bay, WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,52981
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",2,Population (persons) 1/,771851
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,44859
24780,"Greenville, NC (Metropolitan Statistical Area)",2,Population (persons) 1/,180742
24780,"Greenville, NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,43325
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",2,Population (persons) 1/,920477
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,45436
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",2,Population (persons) 1/,417665
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,37792
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",2,Population (persons) 1/,288104
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,45281
25220,"Hammond, LA (Metropolitan Statistical Area)",2,Population (persons) 1/,134758
25220,"Hammond, LA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,38800
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,152940
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,39433
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",2,Population (persons) 1/,577941
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,53871
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",2,Population (persons) 1/,134964
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",3,Per capita personal income (dollars) 2/,41312
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",2,Population (persons) 1/,1204877
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,65132
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",2,Population (persons) 1/,168849
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,39018
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",2,Population (persons) 1/,369711
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,40826
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",2,Population (persons) 1/,222195
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,55551
25980,"Hinesville, GA (Metropolitan Statistical Area)",2,Population (persons) 1/,80994
25980,"Hinesville, GA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,34962
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",2,Population (persons) 1/,149657
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,39055
26300,"Hot Springs, AR (Metropolitan Statistical Area)",2,Population (persons) 1/,99386
26300,"Hot Springs, AR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,41069
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",2,Population (persons) 1/,208075
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,43927
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,7066141
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,58890
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",2,Population (persons) 1/,355873
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,41368
26620,"Huntsville, AL (Metropolitan Statistical Area)",2,Population (persons) 1/,471824
26620,"Huntsville, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,52110
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",2,Population (persons) 1/,151530
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,47443
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",2,Population (persons) 1/,2074537
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,56360
26980,"Iowa City, IA (Metropolitan Statistical Area)",2,Population (persons) 1/,173105
26980,"Iowa City, IA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,55834
27060,"Ithaca, NY (Metropolitan Statistical Area)",2,Population (persons) 1/,102180
27060,"Ithaca, NY (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,46496
27100,"Jackson, MI (Metropolitan Statistical Area)",2,Population (persons) 1/,158510
27100,"Jackson, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,40387
27140,"Jackson, MS (Metropolitan Statistical Area)",2,Population (persons) 1/,594806
27140,"Jackson, MS (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,44734
27180,"Jackson, TN (Metropolitan Statistical Area)",2,Population (persons) 1/,178644
27180,"Jackson, TN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,41794
27260,"Jacksonville, FL (Metropolitan Statistical Area)",2,Population (persons) 1/,1559514
27260,"Jacksonville, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,51421
27340,"Jacksonville, NC (Metropolitan Statistical Area)",2,Population (persons) 1/,197938
27340,"Jacksonville, NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,47525
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",2,Population (persons) 1/,163354
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,46236
27620,"Jefferson City, MO (Metropolitan Statistical Area)",2,Population (persons) 1/,151235
27620,"Jefferson City, MO (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,44141
27740,"Johnson City, TN (Metropolitan Statistical Area)",2,Population (persons) 1/,203649
27740,"Johnson City, TN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,41209
27780,"Johnstown, PA (Metropolitan Statistical Area)",2,Population (persons) 1/,130192
27780,"Johnstown, PA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,45107
27860,"Jonesboro, AR (Metropolitan Statistical Area)",2,Population (persons) 1/,133860
27860,"Jonesboro, AR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,38122
27900,"Joplin, MO (Metropolitan Statistical Area)",2,Population (persons) 1/,179564
27900,"Joplin, MO (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,41423
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",2,Population (persons) 1/,167503
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,51348
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",2,Population (persons) 1/,265066
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,49493
28100,"Kankakee, IL (Metropolitan Statistical Area)",2,Population (persons) 1/,109862
28100,"Kankakee, IL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,42687
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",2,Population (persons) 1/,2157990
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,55009
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",2,Population (persons) 1/,299612
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,46231
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,460303
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,42855
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *",2,Population (persons) 1/,307202
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *",3,Per capita personal income (dollars) 2/,40918
28740,"Kingston, NY (Metropolitan Statistical Area)",2,Population (persons) 1/,177573
28740,"Kingston, NY (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,53006
28940,"Knoxville, TN (Metropolitan Statistical Area)",2,Population (persons) 1/,869046
28940,"Knoxville, TN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,47550
29020,"Kokomo, IN (Metropolitan Statistical Area)",2,Population (persons) 1/,82544
29020,"Kokomo, IN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,42911
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",2,Population (persons) 1/,136616
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,52035
29180,"Lafayette, LA (Metropolitan Statistical Area)",2,Population (persons) 1/,489207
29180,"Lafayette, LA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,44512
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",2,Population (persons) 1/,233002
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,40164
29340,"Lake Charles, LA (Metropolitan Statistical Area)",2,Population (persons) 1/,210409
29340,"Lake Charles, LA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,49642
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",2,Population (persons) 1/,212181
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,34393
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",2,Population (persons) 1/,724777
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,36649
29540,"Lancaster, PA (Metropolitan Statistical Area)",2,Population (persons) 1/,545724
29540,"Lancaster, PA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,54314
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",2,Population (persons) 1/,550391
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,42495
29700,"Laredo, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,276652
29700,"Laredo, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,32466
29740,"Las Cruces, NM (Metropolitan Statistical Area)",2,Population (persons) 1/,218195
29740,"Las Cruces, NM (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,37756
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",2,Population (persons) 1/,2266715
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,48806
29940,"Lawrence, KS (Metropolitan Statistical Area)",2,Population (persons) 1/,122259
29940,"Lawrence, KS (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,45163
30020,"Lawton, OK (Metropolitan Statistical Area)",2,Population (persons) 1/,126415
30020,"Lawton, OK (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,42692
30140,"Lebanon, PA (Metropolitan Statistical Area)",2,Population (persons) 1/,141793
30140,"Lebanon, PA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,48924
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",2,Population (persons) 1/,62990
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,47650
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",2,Population (persons) 1/,108277
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,42968
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",2,Population (persons) 1/,517056
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,49606
30620,"Lima, OH (Metropolitan Statistical Area)",2,Population (persons) 1/,102351
30620,"Lima, OH (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,43788
30700,"Lincoln, NE (Metropolitan Statistical Area)",2,Population (persons) 1/,336374
30700,"Lincoln, NE (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,50833
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",2,Population (persons) 1/,742384
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,46560
30860,"Logan, UT-ID (Metropolitan Statistical Area)",2,Population (persons) 1/,142165
30860,"Logan, UT-ID (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,41370
30980,"Longview, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,286657
30980,"Longview, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,42953
31020,"Longview, WA (Metropolitan Statistical Area)",2,Population (persons) 1/,110593
31020,"Longview, WA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,46503
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,13214799
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,66684
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",2,Population (persons) 1/,1265108
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,52134
31180,"Lubbock, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,322257
31180,"Lubbock, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,44169
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",2,Population (persons) 1/,263566
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",3,Per capita personal income (dollars) 2/,41265
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",2,Population (persons) 1/,229996
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,42191
31460,"Madera, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,157327
31460,"Madera, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,41267
31540,"Madison, WI (Metropolitan Statistical Area)",2,Population (persons) 1/,664865
31540,"Madison, WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,62087
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",2,Population (persons) 1/,417025
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,63218
31740,"Manhattan, KS (Metropolitan Statistical Area)",2,Population (persons) 1/,130285
31740,"Manhattan, KS (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,47072
31860,"Mankato, MN (Metropolitan Statistical Area)",2,Population (persons) 1/,101927
31860,"Mankato, MN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,48219
31900,"Mansfield, OH (Metropolitan Statistical Area)",2,Population (persons) 1/,121154
31900,"Mansfield, OH (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,40507
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,868707
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,27415
32780,"Medford, OR (Metropolitan Statistical Area)",2,Population (persons) 1/,220944
32780,"Medford, OR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,48291
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",2,Population (persons) 1/,1346045
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,47985
32900,"Merced, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,277680
32900,"Merced, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,41077
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",2,Population (persons) 1/,6166488
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,60966
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",2,Population (persons) 1/,109888
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,43910
33220,"Midland, MI (Metropolitan Statistical Area)",2,Population (persons) 1/,83156
33220,"Midland, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,55972
33260,"Midland, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,182603
33260,"Midland, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,128766
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",2,Population (persons) 1/,1575179
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,58457
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",2,Population (persons) 1/,3640043
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,64255
33540,"Missoula, MT (Metropolitan Statistical Area)",2,Population (persons) 1/,119600
33540,"Missoula, MT (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,51090
33660,"Mobile, AL (Metropolitan Statistical Area)",2,Population (persons) 1/,429536
33660,"Mobile, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,40025
33700,"Modesto, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,550660
33700,"Modesto, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,45742
33740,"Monroe, LA (Metropolitan Statistical Area)",2,Population (persons) 1/,200261
33740,"Monroe, LA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,41825
33780,"Monroe, MI (Metropolitan Statistical Area)",2,Population (persons) 1/,150500
33780,"Monroe, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,48581
33860,"Montgomery, AL (Metropolitan Statistical Area)",2,Population (persons) 1/,373290
33860,"Montgomery, AL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,44870
34060,"Morgantown, WV (Metropolitan Statistical Area)",2,Population (persons) 1/,139044
34060,"Morgantown, WV (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,44458
34100,"Morristown, TN (Metropolitan Statistical Area)",2,Population (persons) 1/,142749
34100,"Morristown, TN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,37452
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",2,Population (persons) 1/,129205
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,54505
34620,"Muncie, IN (Metropolitan Statistical Area)",2,Population (persons) 1/,114135
34620,"Muncie, IN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,38129
34740,"Muskegon, MI (Metropolitan Statistical Area)",2,Population (persons) 1/,173566
34740,"Muskegon, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,39637
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",2,Population (persons) 1/,496901
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,40494
34900,"Napa, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,137744
34900,"Napa, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,75717
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",2,Population (persons) 1/,384902
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,99382
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",2,Population (persons) 1/,1934317
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,60680
35100,"New Bern, NC (Metropolitan Statistical Area)",2,Population (persons) 1/,124284
35100,"New Bern, NC (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,45788
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",2,Population (persons) 1/,854757
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,57748
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",2,Population (persons) 1/,1270530
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,54363
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",2,Population (persons) 1/,19216182
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,79844
35660,"Niles, MI (Metropolitan Statistical Area)",2,Population (persons) 1/,153401
35660,"Niles, MI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,48237
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",2,Population (persons) 1/,836995
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,58081
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",2,Population (persons) 1/,265206
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,59717
36100,"Ocala, FL (Metropolitan Statistical Area)",2,Population (persons) 1/,365579
36100,"Ocala, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,38293
36140,"Ocean City, NJ (Metropolitan Statistical Area)",2,Population (persons) 1/,92039
36140,"Ocean City, NJ (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,62734
36220,"Odessa, TX (Metropolitan Statistical Area)",2,Population (persons) 1/,166223
36220,"Odessa, TX (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,50161
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",2,Population (persons) 1/,683864
36260,"Ogden-Clearfield, UT (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,46123
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",2,Population (persons) 1/,1408950
36420,"Oklahoma City, OK (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,48860
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",2,Population (persons) 1/,290536
36500,"Olympia-Lacey-Tumwater, WA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,52828
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",2,Population (persons) 1/,949442
36540,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,58947
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",2,Population (persons) 1/,2608147
36740,"Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,45156
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",2,Population (persons) 1/,171907
36780,"Oshkosh-Neenah, WI (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,49276
36980,"Owensboro, KY (Metropolitan Statistical Area)",2,Population (persons) 1/,119440
36980,"Owensboro, KY (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,41858
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",2,Population (persons) 1/,846006
37100,"Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,64715
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",2,Population (persons) 1/,601942
37340,"Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,47911
37460,"Panama City, FL (Metropolitan Statistical Area)",2,Population (persons) 1/,174705
37460,"Panama City, FL (Metropolitan Statistical Area)",3,Per capita personal income (dollars) 2/,45690
